지점,날짜,발생건수(건)
경기,20170712,4642
경기,20170713,4583
경기,20170714,4904
경기,20170715,4044
경기,20170716,929
경기,20170717,6804
경기,20170718,4804
경기,20170719,4607
경기,20170720,4630
경기,20170721,5122
경기,20170722,3964
경기,20170723,750
경기,20170724,6436
경기,20170725,4990
경기,20170726,4628
경기,20170727,4838
경기,20170728,5108
경기,20170729,3783
경기,20170730,801
경기,20170731,5904
경기,20170801,4950
경기,20170802,4346
경기,20170803,4186
경기,20170804,4494
경기,20170805,3102
경기,20170806,735
경기,20170807,6098
경기,20170808,4452
경기,20170809,4417
경기,20170810,4353
경기,20170811,4640
경기,20170812,3337
경기,20170813,673
경기,20170814,6000
경기,20170815,885
경기,20170816,5929
경기,20170817,4515
경기,20170818,4902
경기,20170819,3859
경기,20170820,737
경기,20170821,6183
경기,20170822,4669
경기,20170823,4377
경기,20170824,4041
경기,20170825,4977
경기,20170826,4074
경기,20170827,921
경기,20170828,6859
경기,20170829,5386
경기,20170830,5530
경기,20170831,5240
경기,20170901,6118
경기,20170902,4739
경기,20170903,964
경기,20170904,7821
경기,20170905,5777
경기,20170906,5276
경기,20170907,5487
경기,20170908,6096
경기,20170909,5049
경기,20170910,1148
경기,20170911,8276
경기,20170912,5671
경기,20170913,6082
경기,20170914,6022
경기,20170915,6811
경기,20170916,5655
경기,20170917,1119
경기,20170918,8798
경기,20170919,6007
경기,20170920,6242
경기,20170921,6284
경기,20170922,6749
경기,20170923,5621
경기,20170924,1143
경기,20170925,8588
경기,20170926,6541
경기,20170927,6585
경기,20170928,6772
경기,20170929,8624
경기,20170930,7196
경기,20171001,1599
경기,20171002,9392
경기,20171003,1423
경기,20171004,499
경기,20171005,1376
경기,20171006,3225
경기,20171007,4791
경기,20171008,1063
경기,20171009,2448
경기,20171010,8346
경기,20171011,5848
경기,20171012,6100
경기,20171013,6446
경기,20171014,5211
경기,20171015,1062
경기,20171016,8198
경기,20171017,6011
경기,20171018,5687
경기,20171019,5922
경기,20171020,6607
경기,20171021,5358
경기,20171022,1197
경기,20171023,9257
경기,20171024,6603
경기,20171025,6699
경기,20171026,6691
경기,20171027,7181
경기,20171028,6183
경기,20171029,1517
경기,20171030,10281
경기,20171031,7065
경기,20171101,7369
경기,20171102,7190
경기,20171103,7861
경기,20171104,6573
경기,20171105,1510
경기,20171106,10321
경기,20171107,7472
경기,20171108,7098
경기,20171109,7187
경기,20171110,7576
경기,20171111,7082
경기,20171112,1671
경기,20171113,10966
경기,20171114,7758
경기,20171115,7548
경기,20171116,7658
경기,20171117,8602
경기,20171118,6810
경기,20171119,1612
경기,20171120,11103
경기,20171121,7759
경기,20171122,7559
경기,20171123,7541
경기,20171124,8027
경기,20171125,6840
경기,20171126,1560
경기,20171127,11074
경기,20171128,7711
경기,20171129,7573
경기,20171130,7689
경기,20171201,8777
경기,20171202,7370
경기,20171203,1710
경기,20171204,11265
경기,20171205,7637
경기,20171206,7702
경기,20171207,7860
경기,20171208,8637
경기,20171209,7315
경기,20171210,1611
경기,20171211,11070
경기,20171212,7538
경기,20171213,7781
경기,20171214,8130
경기,20171215,9000
경기,20171216,7115
경기,20171217,1550
경기,20171218,11086
경기,20171219,8457
경기,20171220,8117
경기,20171221,8353
경기,20171222,9409
경기,20171223,8078
경기,20171224,1545
경기,20171225,1968
경기,20171226,13444
경기,20171227,8762
경기,20171228,9265
경기,20171229,10870
경기,20171230,8049
경기,20171231,1522
경기,20180101,2019
경기,20180102,13445
경기,20180103,8686
경기,20180104,8581
경기,20180105,9876
경기,20180106,7344
경기,20180107,1196
경기,20180108,11725
경기,20180109,8093
경기,20180110,7683
경기,20180111,7657
경기,20180112,8086
경기,20180113,6361
경기,20180114,1176
경기,20180115,10951
경기,20180116,7609
경기,20180117,7517
경기,20180118,7280
경기,20180119,8122
경기,20180120,5866
경기,20180121,996
경기,20180122,9851
경기,20180123,6407
경기,20180124,6106
경기,20180125,6334
경기,20180126,6771
경기,20180127,5329
경기,20180128,978
경기,20180129,8781
경기,20180130,6437
경기,20180131,5971
경기,20180201,6561
경기,20180202,6941
경기,20180203,5082
경기,20180204,979
경기,20180205,8368
경기,20180206,6031
경기,20180207,6031
경기,20180208,6291
경기,20180209,6803
경기,20180210,5142
경기,20180211,1058
경기,20180212,8768
경기,20180213,7339
경기,20180214,8977
경기,20180215,1555
경기,20180216,326
경기,20180217,1179
경기,20180218,1313
경기,20180219,9689
경기,20180220,6159
경기,20180221,5817
경기,20180222,5834
경기,20180223,5867
경기,20180224,4555
경기,20180225,864
경기,20180226,8072
경기,20180227,5963
경기,20180228,5778
경기,20180301,1599
경기,20180302,7875
경기,20180303,4547
경기,20180304,949
경기,20180305,7477
경기,20180306,5329
경기,20180307,5267
경기,20180308,5365
경기,20180309,6078
경기,20180310,4924
경기,20180311,1142
경기,20180312,8144
경기,20180313,6193
경기,20180314,5963
경기,20180315,5459
경기,20180316,6958
경기,20180317,5768
경기,20180318,1577
경기,20180319,9461
경기,20180320,6935
경기,20180321,6423
경기,20180322,7026
경기,20180323,7591
경기,20180324,6183
경기,20180325,1548
경기,20180326,9752
경기,20180327,7117
경기,20180328,7101
경기,20180329,6901
경기,20180330,7334
경기,20180331,6202
경기,20180401,1934
경기,20180402,9888
경기,20180403,7079
경기,20180404,7102
경기,20180405,6679
경기,20180406,7920
경기,20180407,6615
경기,20180408,1508
경기,20180409,10383
경기,20180410,7466
경기,20180411,7203
경기,20180412,7195
경기,20180413,7938
경기,20180414,6380
경기,20180415,1583
경기,20180416,10493
경기,20180417,7517
경기,20180418,7345
경기,20180419,7464
경기,20180420,8161
경기,20180421,6640
경기,20180422,1601
경기,20180423,9769
경기,20180424,8063
경기,20180425,7515
경기,20180426,7690
경기,20180427,8555
경기,20180428,6939
경기,20180429,1603
경기,20180430,11318
경기,20180501,7144
경기,20180502,7731
경기,20180503,7980
경기,20180504,9770
경기,20180505,2219
경기,20180506,1393
경기,20180507,5063
경기,20180508,9999
경기,20180509,7559
경기,20180510,7250
경기,20180511,8031
경기,20180512,6152
경기,20180513,1517
경기,20180514,10135
경기,20180515,6780
경기,20180516,6408
경기,20180517,6598
경기,20180518,7388
경기,20180519,5706
경기,20180520,1337
경기,20180521,10221
경기,20180522,1744
경기,20180523,8635
경기,20180524,6927
경기,20180525,7552
경기,20180526,5739
경기,20180527,1199
경기,20180528,9378
경기,20180529,6351
경기,20180530,6391
경기,20180531,6254
경기,20180601,7409
경기,20180602,5364
경기,20180603,1206
경기,20180604,9192
경기,20180605,6734
경기,20180606,1531
경기,20180607,7592
경기,20180608,6678
경기,20180609,4880
경기,20180610,1153
경기,20180611,8193
경기,20180612,5974
경기,20180613,2569
경기,20180614,6469
경기,20180615,6144
경기,20180616,4480
경기,20180617,919
경기,20180618,7608
경기,20180619,5281
경기,20180620,5371
경기,20180621,5332
경기,20180622,5587
경기,20180623,4353
경기,20180624,968
경기,20180625,7286
경기,20180626,4595
경기,20180627,5318
경기,20180628,4802
경기,20180629,5389
경기,20180630,4041
경남,20160101,771
경남,20160102,2838
경남,20160103,324
경남,20160104,4344
경남,20160105,2942
경남,20160106,2800
경남,20160107,2741
경남,20160108,3003
경남,20160109,2358
경남,20160110,206
경남,20160111,3929
경남,20160112,2673
경남,20160113,2583
경남,20160114,2551
경남,20160115,2844
경남,20160116,2203
경남,20160117,239
경남,20160118,3804
경남,20160119,2380
경남,20160120,2611
경남,20160121,2599
경남,20160122,2773
경남,20160123,2249
경남,20160124,191
경남,20160125,3610
경남,20160126,2650
경남,20160127,2672
경남,20160128,2492
경남,20160129,2674
경남,20160130,2351
경남,20160131,215
경남,20160201,4345
경남,20160202,2886
경남,20160203,2953
경남,20160204,3203
경남,20160205,4064
경남,20160206,3067
경남,20160207,308
경남,20160208,104
경남,20160209,429
경남,20160210,1826
경남,20160211,4679
경남,20160212,3287
경남,20160213,2978
경남,20160214,263
경남,20160215,4328
경남,20160216,2917
경남,20160217,2918
경남,20160218,2752
경남,20160219,3158
경남,20160220,2499
경남,20160221,236
경남,20160222,4003
경남,20160223,2941
경남,20160224,2790
경남,20160225,2706
경남,20160226,3213
경남,20160227,2212
경남,20160228,261
경남,20160229,4129
경남,20160301,935
경남,20160302,3454
경남,20160303,2642
경남,20160304,2394
경남,20160305,2242
경남,20160306,200
경남,20160307,3469
경남,20160308,2327
경남,20160309,2425
경남,20160310,2332
경남,20160311,2753
경남,20160312,2387
경남,20160313,272
경남,20160314,3778
경남,20160315,2685
경남,20160316,2694
경남,20160317,2754
경남,20160318,2841
경남,20160319,2571
경남,20160320,262
경남,20160321,4086
경남,20160322,3003
경남,20160323,2905
경남,20160324,2880
경남,20160325,3220
경남,20160326,2794
경남,20160327,302
경남,20160328,4364
경남,20160329,3067
경남,20160330,2853
경남,20160331,2803
경남,20160401,3518
경남,20160402,2587
경남,20160403,281
경남,20160404,4100
경남,20160405,2660
경남,20160406,2810
경남,20160407,2750
경남,20160408,2847
경남,20160409,2391
경남,20160410,264
경남,20160411,4064
경남,20160412,2925
경남,20160413,1438
경남,20160414,2986
경남,20160415,2864
경남,20160416,2434
경남,20160417,254
경남,20160418,3944
경남,20160419,2699
경남,20160420,2642
경남,20160421,2557
경남,20160422,2836
경남,20160423,2248
경남,20160424,214
경남,20160425,3818
경남,20160426,2673
경남,20160427,2614
경남,20160428,2786
경남,20160429,2943
경남,20160430,2290
경남,20160501,626
경남,20160502,3900
경남,20160503,2454
경남,20160504,3305
경남,20160505,448
경남,20160506,2872
경남,20160507,2094
경남,20160508,264
경남,20160509,3972
경남,20160510,2464
경남,20160511,2676
경남,20160512,2422
경남,20160513,2883
경남,20160514,730
경남,20160515,236
경남,20160516,4029
경남,20160517,2516
경남,20160518,2365
경남,20160519,2437
경남,20160520,2636
경남,20160521,1989
경남,20160522,256
경남,20160523,3588
경남,20160524,2301
경남,20160525,2414
경남,20160526,2357
경남,20160527,2614
경남,20160528,1986
경남,20160529,195
경남,20160530,3279
경남,20160531,2257
경남,20160601,2521
경남,20160602,2249
경남,20160603,2520
경남,20160604,1862
경남,20160605,190
경남,20160606,631
경남,20160607,3150
경남,20160608,1991
경남,20160609,1813
경남,20160610,2086
경남,20160611,1567
경남,20160612,171
경남,20160613,2548
경남,20160614,1791
경남,20160615,1803
경남,20160616,1737
경남,20160617,1894
경남,20160618,1479
경남,20160619,138
경남,20160620,2511
경남,20160621,1805
경남,20160622,1667
경남,20160623,1851
경남,20160624,1773
경남,20160625,1394
경남,20160626,94
경남,20160627,2530
경남,20160628,1811
경남,20160629,1732
경남,20160630,1646
경남,20160701,1920
경남,20160702,1443
경남,20160703,141
경남,20160704,2415
경남,20160705,1656
경남,20160706,1496
경남,20160707,1567
경남,20160708,1698
경남,20160709,1187
경남,20160710,126
경남,20160711,2099
경남,20160712,1568
경남,20160713,1614
경남,20160714,1545
경남,20160715,1667
경남,20160716,1343
경남,20160717,131
경남,20160718,2299
경남,20160719,1640
경남,20160720,1529
경남,20160721,1617
경남,20160722,1732
경남,20160723,1279
경남,20160724,145
경남,20160725,2198
경남,20160726,1708
경남,20160727,1675
경남,20160728,1596
경남,20160729,1653
경남,20160730,1136
경남,20160731,118
경남,20160801,2091
경남,20160802,1396
경남,20160803,1444
경남,20160804,1365
경남,20160805,1602
경남,20160806,1074
경남,20160807,120
경남,20160808,2013
경남,20160809,1581
경남,20160810,1384
경남,20160811,1478
경남,20160812,1511
경남,20160813,1113
경남,20160814,127
경남,20160815,368
경남,20160816,2235
경남,20160817,1482
경남,20160818,1495
경남,20160819,1739
경남,20160820,1322
경남,20160821,146
경남,20160822,2344
경남,20160823,1726
경남,20160824,1556
경남,20160825,1657
경남,20160826,1840
경남,20160827,1592
경남,20160828,146
경남,20160829,2853
경남,20160830,1847
경남,20160831,1953
경남,20160901,2199
경남,20160902,1785
경남,20160903,1686
경남,20160904,200
경남,20160905,2715
경남,20160906,1902
경남,20160907,1915
경남,20160908,1982
경남,20160909,2305
경남,20160910,1962
경남,20160911,221
경남,20160912,3586
경남,20160913,3292
경남,20160914,620
경남,20160915,77
경남,20160916,349
경남,20160917,1920
경남,20160918,260
경남,20160919,3986
경남,20160920,2638
경남,20160921,2472
경남,20160922,2580
경남,20160923,2564
경남,20160924,2157
경남,20160925,151
경남,20160926,3432
경남,20160927,2300
경남,20160928,2031
경남,20160929,2454
경남,20160930,2629
경남,20161001,2618
경남,20161002,224
경남,20161003,844
경남,20161004,3561
경남,20161005,2011
경남,20161006,2523
경남,20161007,2653
경남,20161008,2130
경남,20161009,259
경남,20161010,3593
경남,20161011,2580
경남,20161012,2431
경남,20161013,2487
경남,20161014,2693
경남,20161015,2209
경남,20161016,246
경남,20161017,3685
경남,20161018,2567
경남,20161019,2510
경남,20161020,2587
경남,20161021,2887
경남,20161022,2385
경남,20161023,283
경남,20161024,3921
경남,20161025,2799
경남,20161026,2761
경남,20161027,2763
경남,20161028,2811
경남,20161029,2408
경남,20161030,207
경남,20161031,4007
경남,20161101,3104
경남,20161102,2760
경남,20161103,2777
경남,20161104,3137
경남,20161105,2485
경남,20161106,323
경남,20161107,4007
경남,20161108,2949
경남,20161109,2735
경남,20161110,2646
경남,20161111,3043
경남,20161112,2431
경남,20161113,251
경남,20161114,3948
경남,20161115,2886
경남,20161116,2764
경남,20161117,2741
경남,20161118,2800
경남,20161119,2403
경남,20161120,238
경남,20161121,3984
경남,20161122,2930
경남,20161123,2804
경남,20161124,2633
경남,20161125,3119
경남,20161126,2313
경남,20161127,279
경남,20161128,3882
경남,20161129,2683
경남,20161130,2641
경남,20161201,2922
경남,20161202,2867
경남,20161203,2249
경남,20161204,249
경남,20161205,3766
경남,20161206,2708
경남,20161207,2662
경남,20161208,2595
경남,20161209,2908
경남,20161210,2307
경남,20161211,214
경남,20161212,3937
경남,20161213,2768
경남,20161214,2712
경남,20161215,2678
경남,20161216,3034
경남,20161217,2523
경남,20161218,232
경남,20161219,3925
경남,20161220,3121
경남,20161221,2890
경남,20161222,3040
경남,20161223,3258
경남,20161224,2473
